index,network,station,location,instrument,component,sensitivity,latitude,longitude,elevation_m,depth_km,x_km,y_km,z_km,provider
BK.BRIB..HH,BK,BRIB,,HH,ENZ,"[2594850000.0, 2701450000.0, 2701450000.0, 2594850000.0, 625234000.0, 2479670000.0, 2513560000.0, 2452440000.0, 2452440000.0, 2513560000.0, 632422000.0, 2499810000.0, 2291980000.0, 2379680000.0, 2291980000.0, 587809000.0, 2496450000.0]",37.918812,-122.151756,218.9,-0.2189,-233.165,49.785,-0.219,NC
BK.BRIB.00.HH,BK,BRIB,00,HH,ENZ,"[2479670000.0, 2499810000.0, 2496450000.0]",37.918812,-122.151756,218.9,-0.2189,-233.165,49.785,-0.219,NC
BK.BRIB.00.HN,BK,BRIB,00,HN,ENZ,"[428490.0, 428532.0, 428700.0, 428490.0, 428532.0, 428574.0]",37.918869,-122.151787,219.7,-0.21969999999999998,-233.167,49.792,-0.22,NC
BK.BRIB.01.BH,BK,BRIB,01,BH,ENZ,"[623458000.0, 316506000.0, 621820000.0, 316506000.0, 609531000.0, 316506000.0]",37.919319,-122.152687,235.1,-0.2351,-233.245,49.844,-0.235,NC
BK.BRIB.01.HH,BK,BRIB,01,HH,ENZ,"[623458000.0, 314801000.0, 621820000.0, 314801000.0, 609531000.0, 314801000.0]",37.919319,-122.152687,235.1,-0.2351,-233.245,49.844,-0.235,NC
BK.BRIB.01.HN,BK,BRIB,01,HN,ENZ,"[215876.0, 214245.0, 215466.0, 214416.0, 212189.0, 213765.0]",37.919319,-122.152687,237.0,-0.237,-233.245,49.844,-0.237,NC
BK.BRIC.00.BH,BK,BRIC,00,BH,ENZ,"[650461000.0, 644390000.0, 646992000.0]",40.11223,-123.8965,180.5,-0.1805,-374.98,299.061,-0.18,NC
BK.BRIC.00.HH,BK,BRIC,00,HH,ENZ,"[614318000.0, 608584000.0, 611042000.0]",40.11223,-123.8965,180.5,-0.1805,-374.98,299.061,-0.18,NC
BK.BRIC.00.HN,BK,BRIC,00,HN,ENZ,"[215561.0, 215561.0, 211872.0]",40.11223,-123.8965,180.5,-0.1805,-374.98,299.061,-0.18,NC
BK.BRIT.00.BH,BK,BRIT,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",41.03541,-121.6497,840.9,-0.8409,-180.936,394.777,-0.841,NC
BK.BRIT.00.HH,BK,BRIT,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",41.03541,-121.6497,840.9,-0.8409,-180.936,394.777,-0.841,NC
BK.BRIT.00.HN,BK,BRIT,00,HN,ENZ,"[214313.0, 214176.0, 214347.0]",41.03541,-121.6497,843.5,-0.8435,-180.936,394.777,-0.844,NC
BK.BRK..BH,BK,BRK,,BH,ENZ,"[640671000.0, 633621000.0, 642301000.0, 637334000.0, 630081000.0, 2497120000.0, 641883000.0, 634819000.0, 638234000.0, 622193000.0, 627720000.0, 2453330000.0, 605826000.0, 599159000.0, 640453000.0, 646644000.0, 620424000.0, 2540910000.0]",37.87352,-122.260986,49.4,-0.0494,-242.917,45.036,-0.049,NC
BK.BRK.00.BH,BK,BRK,00,BH,ENZ,"[2497120000.0, 2540910000.0, 2453330000.0, 2550640000.0, 2540910000.0, 2531350000.0]",37.87352,-122.260986,49.4,-0.0494,-242.917,45.036,-0.049,NC
BK.BRK..HH,BK,BRK,,HH,ENZ,"[626648000.0, 635233000.0, 630321000.0, 623147000.0, 2497120000.0, 627834000.0, 631210000.0, 615346000.0, 620812000.0, 2453330000.0, 592566000.0, 633405000.0, 639528000.0, 613597000.0, 2540910000.0]",37.87352,-122.260986,49.4,-0.0494,-242.917,45.036,-0.049,NC
BK.BRK.00.HH,BK,BRK,00,HH,ENZ,"[2497120000.0, 2540910000.0, 2453330000.0, 2550640000.0, 2540910000.0, 2531350000.0]",37.87352,-122.260986,49.4,-0.0494,-242.917,45.036,-0.049,NC
BK.BRK.00.HN,BK,BRK,00,HN,ENZ,"[428616.0, 213910.0, 428155.0, 213910.0, 427735.0, 213910.0]",37.87352,-122.260986,49.4,-0.0494,-242.917,45.036,-0.049,NC
BK.BUCI.00.BH,BK,BUCI,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",38.13688,-122.57818,178.4,-0.1784,-269.861,75.136,-0.178,NC
BK.BUCI.00.HH,BK,BUCI,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",38.13688,-122.57818,178.4,-0.1784,-269.861,75.136,-0.178,NC
BK.BUCI.00.HN,BK,BUCI,00,HN,ENZ,"[214219.0, 214493.0, 214835.0]",38.13688,-122.57818,181.2,-0.1812,-269.861,75.136,-0.181,NC
BK.BUCR.00.BH,BK,BUCR,00,BH,ENZ,"[659134000.0, 649594000.0, 648727000.0]",37.6733,-120.1496,1034.0,-1.034,-57.308,19.433,-1.034,NC
BK.BUCR.00.HH,BK,BUCR,00,HH,ENZ,"[622509000.0, 613499000.0, 612680000.0]",37.6733,-120.1496,1034.0,-1.034,-57.308,19.433,-1.034,NC
BK.BUCR.00.HN,BK,BUCR,00,HN,ENZ,"[213922.0, 213512.0, 212282.0]",37.6733,-120.1496,1034.0,-1.034,-57.308,19.433,-1.034,NC
BK.CCOR.00.BH,BK,CCOR,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",36.068841,-119.549318,59.1,-0.0591,-4.444,-158.828,-0.059,NC
BK.CCOR.00.HH,BK,CCOR,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",36.068841,-119.549318,59.1,-0.0591,-4.444,-158.828,-0.059,NC
BK.CCOR.00.HN,BK,CCOR,00,HN,ENZ,"[214279.0, 214347.0, 214073.0]",36.068841,-119.549318,61.9,-0.0619,-4.444,-158.828,-0.062,NC
BK.CGRV.00.BH,BK,CGRV,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",36.79147,-118.66033,1449.0,-1.449,74.947,-78.302,-1.449,NC
BK.CGRV.00.HH,BK,CGRV,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",36.79147,-118.66033,1449.0,-1.449,74.947,-78.302,-1.449,NC
BK.CGRV.00.HN,BK,CGRV,00,HN,ENZ,"[214210.0, 214279.0, 214142.0]",36.79147,-118.66033,1449.0,-1.449,74.947,-78.302,-1.449,NC
BK.CLRV.00.BH,BK,CLRV,00,BH,ENZ,"[630710000.0, 630417000.0, 630333000.0]",41.79816,-121.11134,1375.9,-1.3759000000000001,-134.108,478.643,-1.376,NC
BK.CLRV.00.HH,BK,CLRV,00,HH,ENZ,"[630698000.0, 630405000.0, 630321000.0]",41.79816,-121.11134,1375.9,-1.3759000000000001,-134.108,478.643,-1.376,NC
BK.CLRV.00.HN,BK,CLRV,00,HN,ENZ,"[214142.0, 214519.0, 214519.0]",41.79816,-121.11134,1377.2,-1.3772,-134.108,478.643,-1.377,NC
BK.CMB..BH,BK,CMB,,BH,ENZ,"[20204500.0, 13107200.0, 1030000000.0, 19893400.0, 12235600.0, 957939000.0, 20056000.0, 10289200.0, 944662000.0, 1030000000.0, 1018660000.0, 957939000.0, 915382000.0, 905308000.0, 944662000.0, 934266000.0]",38.03455,-120.386513,697.0,-0.697,-77.83,59.7,-0.697,NC
BK.CMB..HH,BK,CMB,,HH,ENZ,"[1007450000.0, 936971000.0, 923985000.0, 1007450000.0, 936971000.0, 895346000.0, 923985000.0]",38.03455,-120.386513,697.0,-0.697,-77.83,59.7,-0.697,NC
BK.CMB.00.BH,BK,CMB,00,BH,ENZ,"[4349660000.0, 2521780000.0, 3311820000.0, 2519940000.0, 5196240000.0, 2519940000.0]",38.03455,-120.386513,697.0,-0.697,-77.83,59.7,-0.697,NC
BK.CMB.00.HH,BK,CMB,00,HH,ENZ,"[4349660000.0, 2521780000.0, 3311820000.0, 2519940000.0, 5196240000.0, 2519940000.0]",38.03455,-120.386513,697.0,-0.697,-77.83,59.7,-0.697,NC
BK.CMB.00.HN,BK,CMB,00,HN,ENZ,"[427819.0, 213910.0, 213893.0, 427819.0, 230687.0, 214371.0, 423625.0, 213910.0, 214098.0]",38.03455,-120.386513,697.0,-0.697,-77.83,59.7,-0.697,NC
BK.CMSB.00.HN,BK,CMSB,00,HN,ENZ,"[210185.0, 214474.0, 214509.0]",37.871948,-122.251678,94.7,-0.0947,-242.103,44.838,-0.095,NC
BK.CVS..BH,BK,CVS,,BH,ENZ,"[596432000.0, 596432000.0, 596432000.0, 596917000.0, 2516580000.0, 614012000.0, 614012000.0, 614012000.0, 614511000.0, 2516580000.0, 614012000.0, 614012000.0, 614012000.0, 614511000.0, 2553530000.0]",38.345261,-122.458397,295.1,-0.29510000000000003,-258.627,97.926,-0.295,NC
BK.CVS.00.BH,BK,CVS,00,BH,ENZ,"[2516580000.0, 2516580000.0, 2553530000.0]",38.345261,-122.458397,295.1,-0.29510000000000003,-258.627,97.926,-0.295,NC
BK.CVS..HH,BK,CVS,,HH,ENZ,"[598181000.0, 598181000.0, 598181000.0, 2516580000.0, 615812000.0, 615812000.0, 615812000.0, 2516580000.0, 615812000.0, 615812000.0, 615812000.0, 2553530000.0]",38.345261,-122.458397,295.1,-0.29510000000000003,-258.627,97.926,-0.295,NC
BK.CVS.00.HH,BK,CVS,00,HH,ENZ,"[2516580000.0, 2516580000.0, 2553530000.0]",38.345261,-122.458397,295.1,-0.29510000000000003,-258.627,97.926,-0.295,NC
BK.CVS.00.HN,BK,CVS,00,HN,ENZ,"[428406.0, 214372.0, 428406.0, 214337.0, 428029.0, 214199.0]",38.345261,-122.458397,295.1,-0.29510000000000003,-258.627,97.926,-0.295,NC
BK.DANT.00.BH,BK,DANT,00,BH,ENZ,"[838412000.0, 833903000.0, 836575000.0]",40.294601,-121.802101,967.0,-0.967,-195.849,312.772,-0.967,NC
BK.DANT.00.HH,BK,DANT,00,HH,ENZ,"[838412000.0, 833903000.0, 836575000.0]",40.294601,-121.802101,967.0,-0.967,-195.849,312.772,-0.967,NC
BK.DANT.00.HN,BK,DANT,00,HN,ENZ,"[214748.0, 214235.0, 214783.0]",40.294601,-121.802101,967.0,-0.967,-195.849,312.772,-0.967,NC
BK.DCMP.00.BH,BK,DCMP,00,BH,ENZ,"[837436000.0, 316472000.0, 844272000.0, 316472000.0, 841377000.0, 316472000.0]",39.46897,-123.337498,448.2,-0.4482,-330.3,225.475,-0.448,NC
BK.DCMP.01.BH,BK,DCMP,01,BH,ENZ,"[316472000.0, 316472000.0, 316472000.0]",39.46899,-123.33743,445.5,-0.4455,-330.294,225.477,-0.446,NC
BK.DCMP.00.HH,BK,DCMP,00,HH,ENZ,"[832927000.0, 314768000.0, 839726000.0, 314768000.0, 836847000.0, 314768000.0]",39.46897,-123.337498,448.2,-0.4482,-330.3,225.475,-0.448,NC
BK.DCMP.01.HH,BK,DCMP,01,HH,ENZ,"[314768000.0, 314768000.0, 314768000.0]",39.46899,-123.33743,445.5,-0.4455,-330.294,225.477,-0.446,NC
BK.DCMP.00.HN,BK,DCMP,00,HN,ENZ,"[214084.0, 213812.0, 214336.0, 214359.0, 214294.0, 214770.0]",39.46897,-123.337498,448.2,-0.4482,-330.3,225.475,-0.448,NC
BK.DCMP.01.HN,BK,DCMP,01,HN,ENZ,"[213812.0, 214359.0, 214770.0]",39.46899,-123.33743,446.8,-0.44680000000000003,-330.294,225.477,-0.447,NC
BK.DIAZ.00.BH,BK,DIAZ,00,BH,ENZ,"[629704000.0, 629200000.0, 629074000.0]",41.00383,-120.74563,1982.5,-1.9825,-104.892,389.839,-1.982,NC
BK.DIAZ.00.HH,BK,DIAZ,00,HH,ENZ,"[629692000.0, 629188000.0, 629062000.0]",41.00383,-120.74563,1982.5,-1.9825,-104.892,389.839,-1.982,NC
BK.DIAZ.00.HN,BK,DIAZ,00,HN,ENZ,"[214382.0, 214450.0, 214108.0]",41.00383,-120.74563,1984.0,-1.984,-104.892,389.839,-1.984,NC
BK.DLIK.00.BH,BK,DLIK,00,BH,ENZ,"[316472000.0, 316472000.0, 316472000.0]",40.45543,-122.89424,1291.7,-1.2917,-288.088,333.541,-1.292,NC
BK.DLIK.00.HH,BK,DLIK,00,HH,ENZ,"[314768000.0, 314768000.0, 314768000.0]",40.45543,-122.89424,1291.7,-1.2917,-288.088,333.541,-1.292,NC
BK.DLIK.00.HN,BK,DLIK,00,HN,ENZ,"[214336.0, 214294.0, 214126.0]",40.45543,-122.89424,1293.0,-1.293,-288.088,333.541,-1.293,NC
BK.DMOR.00.BH,BK,DMOR,00,BH,ENZ,"[646125000.0, 649594000.0, 645258000.0]",40.70973,-123.70331,1305.0,-1.305,-355.44,364.66,-1.305,NC
BK.DMOR.00.HH,BK,DMOR,00,HH,ENZ,"[610222000.0, 613499000.0, 609403000.0]",40.70973,-123.70331,1305.0,-1.305,-355.44,364.66,-1.305,NC
BK.DMOR.00.HN,BK,DMOR,00,HN,ENZ,"[213922.0, 215561.0, 212692.0]",40.70973,-123.70331,1305.0,-1.305,-355.44,364.66,-1.305,NC
BK.DRDG.00.BH,BK,DRDG,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",38.16819,-119.96892,2135.6,-2.1355999999999997,-41.094,74.269,-2.136,NC
BK.DRDG.00.HH,BK,DRDG,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",38.16819,-119.96892,2135.6,-2.1355999999999997,-41.094,74.269,-2.136,NC
BK.DRDG.00.HN,BK,DRDG,00,HN,ENZ,"[213800.0, 214073.0, 214553.0]",38.16819,-119.96892,2136.7,-2.1367,-41.094,74.269,-2.137,NC
BK.DRYC.00.BH,BK,DRYC,00,BH,ENZ,"[628991000.0, 629913000.0, 629368000.0]",41.51694,-120.34886,1717.0,-1.717,-70.945,446.499,-1.717,NC
BK.DRYC.00.HH,BK,DRYC,00,HH,ENZ,"[628979000.0, 629901000.0, 629356000.0]",41.51694,-120.34886,1717.0,-1.717,-70.945,446.499,-1.717,NC
BK.DRYC.00.HN,BK,DRYC,00,HN,ENZ,"[214416.0, 214108.0, 214450.0]",41.51694,-120.34886,1718.2,-1.7182,-70.945,446.499,-1.718,NC
BK.EAGL.00.BH,BK,EAGL,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",40.62486,-120.72893,1563.3,-1.5633,-104.057,347.701,-1.563,NC
BK.EAGL.00.HH,BK,EAGL,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",40.62486,-120.72893,1563.3,-1.5633,-104.057,347.701,-1.563,NC
BK.EAGL.00.HN,BK,EAGL,00,HN,ENZ,"[214142.0, 214279.0, 214656.0]",40.62486,-120.72893,1564.7,-1.5647,-104.057,347.701,-1.565,NC
BK.ELFS..BH,BK,ELFS,,BH,ENZ,"[644916000.0, 650452000.0, 639379000.0]",40.618351,-120.727913,1553.8,-1.5537999999999998,-103.98,346.976,-1.554,NC
BK.ELFS..HH,BK,ELFS,,HH,ENZ,"[644916000.0, 650452000.0, 639379000.0]",40.618351,-120.727913,1553.8,-1.5537999999999998,-103.98,346.976,-1.554,NC
BK.FARB..BH,BK,FARB,,BH,ENZ,"[349288000.0, 349288000.0, -349288000.0, -349288000.0, 349288000.0, 349288000.0, 349288000.0, 2535010000.0, 2537070000.0, 610919000.0, 338081000.0, 338081000.0, -338081000.0, -338081000.0, 338081000.0, 338081000.0, 338081000.0, 2232750000.0, 2234560000.0, 600960000.0, 339699000.0, 339699000.0, -339699000.0, -339699000.0, 339699000.0, 339699000.0, 339699000.0, 2419990000.0, 2421960000.0, 590863000.0]",37.697819,-123.001099,-18.5,0.0185,-308.758,27.713,0.018,NC
BK.FARB.00.BH,BK,FARB,00,BH,ENZ,"[2552820000.0, 2548630000.0, 2557180000.0]",37.697819,-123.001099,-18.5,0.0185,-308.758,27.713,0.018,NC
BK.FARB..HH,BK,FARB,,HH,ENZ,"[350312000.0, 350312000.0, -350312000.0, -350312000.0, 350312000.0, 350312000.0, 350312000.0, 2542440000.0, 612212000.0, 339072000.0, 339072000.0, -339072000.0, -339072000.0, 339072000.0, 339072000.0, 339072000.0, 2239300000.0, 602232000.0, 340695000.0, 340695000.0, -340695000.0, -340695000.0, 340695000.0, 340695000.0, 340695000.0, 2427090000.0, 592114000.0]",37.697819,-123.001099,-18.5,0.0185,-308.758,27.713,0.018,NC
BK.FARB.00.HH,BK,FARB,00,HH,ENZ,"[2552820000.0, 2548630000.0, 2557180000.0]",37.697819,-123.001099,-18.5,0.0185,-308.758,27.713,0.018,NC
BK.FARB.00.HN,BK,FARB,00,HN,ENZ,"[427945.0, 428196.0, 427525.0]",37.697819,-123.001099,-18.5,0.0185,-308.758,27.713,0.018,NC
BK.FORD.00.BH,BK,FORD,00,BH,ENZ,"[316472000.0, 316472000.0, 316472000.0]",36.6879,-121.78054,31.2,-0.0312,-203.829,-87.681,-0.031,NC
BK.FORD.00.HH,BK,FORD,00,HH,ENZ,"[314768000.0, 314768000.0, 314768000.0]",36.6879,-121.78054,31.2,-0.0312,-203.829,-87.681,-0.031,NC
BK.FORD.00.HN,BK,FORD,00,HN,ENZ,"[214188.0, 214497.0, 214565.0]",36.6879,-121.78054,34.4,-0.0344,-203.829,-87.681,-0.034,NC
BK.GALB.00.BH,BK,GALB,00,BH,ENZ,"[651329000.0, 650325000.0, 652196000.0, 651191000.0, 648727000.0, 647727000.0]",38.86192,-123.25636,492.9,-0.4929,-326.06,157.79,-0.493,NC
BK.GALB.00.HH,BK,GALB,00,HH,ENZ,"[615137000.0, 614189000.0, 615956000.0, 615007000.0, 612680000.0, 611736000.0]",38.86192,-123.25636,492.9,-0.4929,-326.06,157.79,-0.493,NC
BK.GALB.00.HN,BK,GALB,00,HN,ENZ,"[215971.0, 215638.0, 214450.0, 217610.0, 217275.0, 214108.0, 212692.0, 212364.0, 214039.0]",38.86192,-123.25636,494.8,-0.4948,-326.06,157.79,-0.495,NC
BK.GALB.S0.HN,BK,GALB,S0,HN,ENZ,"[214286.0, 213944.0, 213876.0]",38.86192,-123.25636,494.8,-0.4948,-326.06,157.79,-0.495,NC
BK.GASB..BH,BK,GASB,,BH,ENZ,"[571496000.0, 572443000.0, 566608000.0, 600213000.0, 567697000.0, 578460000.0]",39.654709,-122.71595,1354.8,-1.3548,-276.086,244.051,-1.355,NC
BK.GASB.00.BH,BK,GASB,00,BH,ENZ,"[2413400000.0, 2458030000.0, 2368940000.0]",39.654709,-122.71595,1354.8,-1.3548,-276.086,244.051,-1.355,NC
BK.GASB..HH,BK,GASB,,HH,ENZ,"[572706000.0, 573655000.0, 567808000.0, 601484000.0, 568899000.0, 579684000.0]",39.654709,-122.71595,1354.8,-1.3548,-276.086,244.051,-1.355,NC
BK.GASB.00.HH,BK,GASB,00,HH,ENZ,"[2413400000.0, 2458030000.0, 2368940000.0]",39.654709,-122.71595,1354.8,-1.3548,-276.086,244.051,-1.355,NC
BK.GASB.00.HN,BK,GASB,00,HN,ENZ,"[428364.0, 214337.0, 427819.0, 214065.0, 428071.0, 214199.0]",39.654709,-122.71595,1354.8,-1.3548,-276.086,244.051,-1.355,NC
BK.GCKB.00.BH,BK,GCKB,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",39.54462,-122.43671,247.8,-0.24780000000000002,-252.506,231.022,-0.248,NC
BK.GCKB.00.HH,BK,GCKB,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",39.54462,-122.43671,247.8,-0.24780000000000002,-252.506,231.022,-0.248,NC
BK.GCKB.00.HN,BK,GCKB,00,HN,ENZ,"[214142.0, 213936.0, 214450.0]",39.54462,-122.43671,249.1,-0.2491,-252.506,231.022,-0.249,NC
BK.GCKB.S0.HN,BK,GCKB,S0,HN,ENZ,"[213978.0, 213773.0, 214287.0]",39.54462,-122.43671,249.1,-0.2491,-252.506,231.022,-0.249,NC
BK.GHOP.00.BH,BK,GHOP,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",40.30643,-123.97797,1027.2,-1.0272000000000001,-380.869,320.969,-1.027,NC
BK.GHOP.00.HH,BK,GHOP,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",40.30643,-123.97797,1027.2,-1.0272000000000001,-380.869,320.969,-1.027,NC
BK.GHOP.00.HN,BK,GHOP,00,HN,ENZ,"[214279.0, 214381.0, 214450.0]",40.30643,-123.97797,1028.9,-1.0289000000000001,-380.869,320.969,-1.029,NC
BK.GRPK.00.BH,BK,GRPK,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",41.12162,-121.99428,1495.8,-1.4958,-209.672,405.104,-1.496,NC
BK.GRPK.00.HH,BK,GRPK,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",41.12162,-121.99428,1495.8,-1.4958,-209.672,405.104,-1.496,NC
BK.GRPK.00.HN,BK,GRPK,00,HN,ENZ,"[214519.0, 214210.0, 213731.0]",41.12162,-121.99428,1497.2,-1.4972,-209.672,405.104,-1.497,NC
BK.GTSB.00.BH,BK,GTSB,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",39.31166,-122.60355,1100.6,-1.1005999999999998,-267.722,205.625,-1.101,NC
BK.GTSB.00.HH,BK,GTSB,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",39.31166,-122.60355,1100.6,-1.1005999999999998,-267.722,205.625,-1.101,NC
BK.GTSB.00.HN,BK,GTSB,00,HN,ENZ,"[214450.0, 214245.0, 214587.0]",39.31166,-122.60355,1102.4,-1.1024,-267.722,205.625,-1.102,NC
BK.GUMB.00.BH,BK,GUMB,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",41.21297,-122.5094,1848.6,-1.8485999999999998,-252.632,416.577,-1.849,NC
BK.GUMB.00.HH,BK,GUMB,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",41.21297,-122.5094,1848.6,-1.8485999999999998,-252.632,416.577,-1.849,NC
BK.GUMB.00.HN,BK,GUMB,00,HN,ENZ,"[214450.0, 213902.0, 214690.0]",41.21297,-122.5094,1849.8,-1.8497999999999999,-252.632,416.577,-1.85,NC
BK.HALS.00.BH,BK,HALS,00,BH,ENZ,"[650461000.0, 316506000.0, 649594000.0, 316506000.0, 645258000.0, 316506000.0]",39.81357,-123.72703,580.5,-0.5805,-362.061,265.21,-0.58,NC
BK.HALS.00.HH,BK,HALS,00,HH,ENZ,"[614318000.0, 314801000.0, 613499000.0, 314801000.0, 609403000.0, 314801000.0]",39.81357,-123.72703,580.5,-0.5805,-362.061,265.21,-0.58,NC
BK.HALS.00.HN,BK,HALS,00,HN,ENZ,"[213512.0, 214005.0, 215151.0, 214039.0, 213512.0, 214416.0]",39.81357,-123.72703,582.0,-0.582,-362.061,265.21,-0.582,NC
BK.HALS.S0.HN,BK,HALS,S0,HN,ENZ,"[213842.0, 213876.0, 214252.0]",39.81357,-123.72703,582.0,-0.582,-362.061,265.21,-0.582,NC
BK.HAPY.00.BH,BK,HAPY,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",41.417678,-121.110674,1852.9,-1.8529,-134.81,436.332,-1.853,NC
BK.HAPY.00.HH,BK,HAPY,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",41.417678,-121.110674,1852.9,-1.8529,-134.81,436.332,-1.853,NC
BK.HAPY.00.HN,BK,HAPY,00,HN,ENZ,"[214484.0, 214450.0, 214073.0]",41.417678,-121.110674,1854.2,-1.8542,-134.81,436.332,-1.854,NC
BK.HAS2.00.BH,BK,HAS2,00,BH,ENZ,"[316506000.0, 316506000.0, 316506000.0]",36.38546,-121.56139,600.7,-0.6007,-184.97,-121.692,-0.601,NC
BK.HAS2.00.HH,BK,HAS2,00,HH,ENZ,"[314801000.0, 314801000.0, 314801000.0]",36.38546,-121.56139,600.7,-0.6007,-184.97,-121.692,-0.601,NC
BK.HAS2.00.HN,BK,HAS2,00,HN,ENZ,"[214382.0, 214416.0, 214416.0]",36.38546,-121.56139,603.8,-0.6038,-184.97,-121.692,-0.604,NC
BK.HAST..BH,BK,HAST,,BH,ENZ,"[629145000.0, 629145000.0, 629145000.0, 2517090000.0, 2517090000.0, 2502990000.0, 2502990000.0, 2531350000.0, 2531350000.0]",36.388699,-121.551399,539.5,-0.5395,-184.065,-121.351,-0.54,NC
BK.HAST..HH,BK,HAST,,HH,ENZ,"[629145000.0, 629145000.0, 629145000.0, 2517090000.0, 2517090000.0, 2502990000.0, 2502990000.0, 2531350000.0, 2531350000.0]",36.388699,-121.551399,539.5,-0.5395,-184.065,-121.351,-0.54,NC
BK.HAST.00.BH,BK,HAST,00,BH,ENZ,"[2517090000.0, 2604160000.0, 2502990000.0, 2600800000.0, 2531350000.0, 2607350000.0]",36.388699,-121.551399,539.5,-0.5395,-184.065,-121.351,-0.54,NC
BK.HAST.00.HH,BK,HAST,00,HH,ENZ,"[2517090000.0, 2604160000.0, 2502990000.0, 2600800000.0, 2531350000.0, 2607350000.0]",36.388699,-121.551399,539.5,-0.5395,-184.065,-121.351,-0.54,NC
BK.HAST.00.HN,BK,HAST,00,HN,ENZ,"[428155.0, 214286.0, 428155.0, 214406.0, 427735.0, 214509.0]",36.388699,-121.551399,539.5,-0.5395,-184.065,-121.351,-0.54,NC
BK.HATC..BH,BK,HATC,,BH,ENZ,"[636737000.0, 633423000.0, 640008000.0, 2516580000.0, 2516580000.0, 2516580000.0]",40.816101,-121.461166,1008.6,-1.0086,-165.596,370.042,-1.009,NC
BK.HATC..HH,BK,HATC,,HH,ENZ,"[636737000.0, 633423000.0, 640008000.0, 2516580000.0, 2516580000.0, 2516580000.0]",40.816101,-121.461166,1008.6,-1.0086,-165.596,370.042,-1.009,NC
BK.HATC.00.BH,BK,HATC,00,BH,ENZ,"[2516580000.0, 2516580000.0, 2516580000.0]",40.816101,-121.461166,1008.6,-1.0086,-165.596,370.042,-1.009,NC
BK.HATC.00.HH,BK,HATC,00,HH,ENZ,"[2516580000.0, 2516580000.0, 2516580000.0]",40.816101,-121.461166,1008.6,-1.0086,-165.596,370.042,-1.009,NC
BK.HATC.00.HN,BK,HATC,00,HN,ENZ,"[427903.0, 428490.0, 427903.0, 214201.0, 428364.0, 428700.0, 428322.0, 214337.0, 428029.0, 428532.0, 427903.0, 214132.0]",40.816101,-121.461166,1008.6,-1.0086,-165.596,370.042,-1.009,NC
BK.HAYF.00.BH,BK,HAYF,00,BH,ENZ,"[316472000.0, 316472000.0, 316472000.0]",40.5227,-123.23198,773.6,-0.7736000000000001,-316.443,342.137,-0.774,NC
BK.HAYF.00.HH,BK,HAYF,00,HH,ENZ,"[314768000.0, 314768000.0, 314768000.0]",40.5227,-123.23198,773.6,-0.7736000000000001,-316.443,342.137,-0.774,NC
BK.HAYF.00.HN,BK,HAYF,00,HN,ENZ,"[214378.0, 214168.0, 214336.0]",40.5227,-123.23198,776.6,-0.7766000000000001,-316.443,342.137,-0.777,NC
BK.HELL..BH,BK,HELL,,BH,ENZ,"[629145000.0, 629145000.0, 629145000.0, 654857000.0, 657247000.0, 652466000.0]",36.680111,-119.02282,1137.5,-1.1375,42.654,-90.885,-1.138,NC
BK.HELL..HH,BK,HELL,,HH,ENZ,"[629145000.0, 629145000.0, 629145000.0, 654857000.0, 657247000.0, 652466000.0]",36.680111,-119.02282,1137.5,-1.1375,42.654,-90.885,-1.138,NC
BK.HELL.00.BH,BK,HELL,00,BH,ENZ,"[654857000.0, 629146000.0, 316506000.0, 657247000.0, 629146000.0, 316506000.0, 652466000.0, 629146000.0, 316506000.0]",36.680111,-119.02282,1137.9,-1.1379000000000001,42.654,-90.885,-1.138,NC
BK.HELL.00.HH,BK,HELL,00,HH,ENZ,"[654857000.0, 629146000.0, 314801000.0, 657247000.0, 629146000.0, 314801000.0, 652466000.0, 629146000.0, 314801000.0]",36.680111,-119.02282,1137.9,-1.1379000000000001,42.654,-90.885,-1.138,NC
